LINE_SEGMENT,TRACK_NUMBER,BEG MP,GRADE_TO_NEXT
3,0,171.77,-0.09
3,0,171.85,-0.24
3,0,172,-0.17
3,1,172.15,0.01
3,1,172.55,0
3,1,172.83,-0.05
3,1,173.21,-0.05
3,1,173.56,0.15
3,1,173.93,0
3,1,174.69,-0.16
3,1,174.8,0
3,1,174.99,0.16
3,1,175.1,0
3,1,175.37,-0.04
3,1,175.75,0
3,1,175.84,0.11
3,1,176.01,0
3,1,177.55,0.41
3,1,178.13,-0.18
3,1,179.04,0
3,1,179.16,0.79
3,1,179.25,0.06
3,1,179.54,-0.1
3,1,179.72,-0.63
3,1,179.93,0
3,1,180.37,0.06
3,1,180.67,0
3,1,180.92,0.31
3,1,182,-0.37
3,1,182.76,-0.21
3,1,183.02,0
3,1,183.32,0.49
3,1,183.36,0
3,1,184.85,0.37
3,1,185.05,0.53
3,1,185.11,0.25
3,1,185.26,0
3,1,185.3,-0.09
3,1,185.37,-0.3
3,1,185.5,-0.1
3,1,185.52,-0.34
3,1,185.62,-0.19
3,1,185.71,-0.09
3,1,185.77,0
3,1,185.98,0.1
3,1,186.01,0
3,1,186.11,0.1
3,1,186.15,0
3,1,186.2,0.09
3,1,186.28,0
3,1,186.34,0.1
3,1,186.38,0.26
3,1,186.43,0.09
3,1,186.49,0
3,1,186.51,-0.1
3,1,186.53,-0.25
3,1,186.6,-0.09
3,1,186.74,-0.36
3,1,186.79,-0.2
3,1,186.83,0
3,1,186.85,0.17
3,1,186.93,0
3,1,187.06,0.11
3,1,187.15,0.25
3,1,187.25,0.19
3,1,187.29,0
3,1,187.34,-0.09
3,1,187.42,0.09
3,1,187.48,-0.1
3,1,187.59,0
3,1,187.65,-0.09
3,1,187.68,0
3,1,187.74,0.19
3,1,187.8,0
3,1,187.84,-0.1
3,1,187.95,-0.27
3,1,188.04,-0.16
3,1,188.14,0
3,1,188.4,0.1
3,1,188.46,0
3,1,188.61,0.09
3,1,188.65,-0.09
3,1,188.72,0
3,1,188.86,0.09
3,1,188.89,0
3,1,188.91,-0.1
3,1,188.95,0
3,1,189.01,0.09
3,1,189.04,0.19
3,1,189.08,0.35
3,1,189.23,0.23
3,1,189.28,-0.03
3,1,189.33,-0.13
3,1,189.39,0
3,1,189.44,0
3,1,189.48,0.17
3,1,189.56,-0.2
3,1,189.77,-0.08
3,1,189.9,0
3,1,190.09,0.2
3,1,190.2,0.09
3,1,190.22,0
3,1,190.3,-0.1
3,1,190.32,-6.60E-03
3,1,190.6,-0.09
3,1,190.68,-0.06
3,1,190.73,0
3,1,190.77,0
3,1,191.13,-0.12
3,1,191.21,-0.23
3,1,191.26,-0.09
3,1,191.34,0
3,1,191.43,0.05
3,1,191.51,0.09
3,1,191.55,0.07
3,1,191.62,0
3,1,191.72,0.06
3,1,191.77,0.1
3,1,192.02,0.06
3,1,192.12,-0.19
3,1,192.17,0
3,1,192.32,0.1
3,1,192.4,-0.09
3,1,192.48,0
3,1,192.64,0.02
3,1,192.83,0.09
3,1,192.89,0
3,1,193,-0.09
3,1,193.1,0
3,1,193.14,-0.19
3,1,193.21,0
3,1,193.33,0.09
3,1,193.4,0
3,1,193.5,-0.15
3,1,193.57,0.07
3,1,193.71,0.17
3,1,193.93,0.25
3,1,193.97,0.29
3,1,194.05,0.14
3,1,194.12,0
3,1,194.18,-0.14
3,1,194.26,-0.29
3,1,194.33,-0.2
3,1,194.37,-0.09
3,1,194.41,-0.14
3,1,194.48,-0.2
3,1,194.6,-0.09
3,1,194.65,0
3,1,194.69,0.1
3,1,194.73,0.22
3,1,194.81,-0.1
3,1,194.88,0.09
3,1,195.01,0
3,1,195.07,-0.15
3,1,195.11,0
3,1,195.28,-0.1
3,1,195.35,-0.17
3,1,195.45,0.15
3,1,195.49,0.29
3,1,195.54,-0.13
3,1,195.6,0.12
3,1,195.69,0.24
3,1,195.73,0.4
3,1,195.83,0.19
3,1,195.86,0
3,1,195.88,-0.14
3,1,195.92,-0.28
3,1,196.11,-0.15
3,1,196.15,0.1
3,1,196.22,0.2
3,1,196.28,0.15
3,1,196.32,0.3
3,1,196.36,0.2
3,1,196.38,0.1
3,1,196.4,0
3,1,196.47,-0.1
3,1,196.55,0
3,1,196.6,0.1
3,1,196.68,0.2
3,1,196.76,0.1
3,1,196.8,0.3
3,1,196.91,0.15
3,1,196.98,0.09
3,1,197.06,0
3,1,197.08,-0.14
3,1,197.17,-0.25
3,1,197.4,-0.19
3,1,197.44,0
3,1,197.65,-0.06
3,1,197.7,-0.09
3,1,197.76,0
3,1,197.82,0.09
3,1,197.87,0
3,1,198.01,-0.04
3,1,198.08,0
3,1,198.19,0.19
3,1,198.23,0.09
3,1,198.27,0
3,1,198.4,0.05
3,1,198.44,0
3,1,198.56,0.09
3,1,198.59,0
3,1,198.76,-0.09
3,1,198.82,0
3,1,199.22,0.1
3,1,199.33,0
3,1,199.35,-0.09
3,1,199.39,0
3,1,199.52,0.04
3,1,199.56,0
3,1,199.73,0.19
3,1,199.79,0.1
3,1,199.84,0.04
3,1,199.92,0.1
3,1,200.13,0
3,1,200.3,-0.19
3,1,200.34,-0.43
3,1,200.39,-0.19
3,1,200.47,-0.1
3,1,200.52,0
3,1,200.62,0.19
3,1,200.73,0
3,1,200.9,-0.19
3,1,200.98,0
3,1,201.06,0.09
3,1,201.13,0.26
3,1,201.24,0.19
3,1,201.32,0.1
3,1,201.34,-0.29
3,1,201.43,-0.19
3,1,201.47,0
3,1,201.7,0.09
3,1,201.79,0.32
3,1,201.87,0.09
3,1,202.02,0.16
3,1,202.08,0.21
3,1,202.23,0.09
3,1,202.3,-0.09
3,1,202.36,-0.32
3,1,202.61,0
3,1,202.7,-0.1
3,1,202.76,0
3,1,202.89,0.14
3,1,203.01,0.1
3,1,203.12,0.24
3,1,203.27,0
3,1,203.37,-0.2
3,1,203.38,-0.35
3,1,203.57,-0.19
3,1,203.65,0
3,1,203.72,0.24
3,1,203.76,0.04
3,1,203.8,0.3
3,1,203.84,-0.08
3,1,203.97,-0.25
3,1,204.01,0
3,1,204.08,0.13
3,1,204.14,0.19
3,1,204.2,0
3,1,204.27,-0.09
3,1,204.35,0
3,1,204.44,0.14
3,1,204.48,0.29
3,1,204.52,0.14
3,1,204.56,0
3,1,204.61,-0.19
3,1,204.65,-0.1
3,1,204.8,0
3,1,204.99,0.14
3,1,205.18,0
3,1,205.3,-0.09
3,1,205.41,0
3,1,205.47,0.09
3,1,205.58,0
3,1,205.66,-0.16
3,1,205.71,0.17
3,1,205.79,0.39
3,1,205.94,0.14
3,1,205.98,0
3,1,206.04,-0.2
3,1,206.05,-0.35
3,1,206.13,-0.16
3,1,206.19,0
3,1,206.32,0.15
3,1,206.41,0.19
3,1,206.45,0.09
3,1,206.49,0
3,1,206.53,-0.2
3,1,206.55,-0.3
3,1,206.58,-0.39
3,1,206.66,-0.15
3,1,206.7,-0.29
3,1,206.74,-0.1
3,1,206.79,0.06
3,1,206.85,0
3,1,207.23,-0.04
3,1,207.27,0
3,1,207.44,-0.13
3,1,207.49,0
3,1,207.53,0.13
3,1,207.59,0.25
3,1,207.63,0
3,1,207.7,-0.09
3,1,207.76,-0.24
3,1,207.83,-0.1
3,1,207.85,0
3,1,207.87,0.09
3,1,207.95,0.2
3,1,208.04,0
3,1,208.21,-0.09
3,1,208.23,-0.2
3,1,208.31,0
3,1,208.35,0.19
3,1,208.42,0.02
3,1,208.57,0.19
3,1,208.7,0.09
3,1,208.74,-0.2
3,1,208.87,-0.09
3,1,208.91,0.09
3,1,208.99,0
3,1,209.05,-0.07
3,1,209.18,0
3,1,209.31,0.12
3,1,209.39,0.14
3,1,209.42,0
3,1,209.44,-0.1
3,1,209.46,-0.19
3,1,209.5,-0.1
3,1,209.52,0
3,1,209.56,0.1
3,1,209.75,0.33
3,1,209.8,0.44
3,1,209.84,0.24
3,1,209.95,0.19
3,1,209.99,0.27
3,1,210.12,0.19
3,1,210.22,0.11
3,1,210.35,0.19
3,1,210.73,0.09
3,1,210.77,0.04
3,1,210.84,0.09
3,1,210.92,0.25
3,1,211.03,0.09
3,1,211.07,0
3,1,211.17,-0.12
3,1,211.35,-0.16
3,1,211.54,-0.23
3,1,211.96,-0.12
3,1,212.04,-0.26
3,1,212.32,-0.19
3,1,212.36,-0.1
3,1,212.4,0
3,1,212.66,-0.1
3,1,212.77,-0.04
3,1,212.85,0
3,1,212.93,0.04
3,1,213.04,0
3,1,213.15,-0.2
3,1,213.19,0
3,1,213.27,0.1
3,1,213.36,0
3,1,213.46,0.09
3,1,213.57,0.03
3,1,213.76,-0.09
3,1,213.8,0
3,1,213.89,0.1
3,1,213.93,0
3,1,214.01,0.09
3,1,214.14,0.22
3,1,214.54,0.1
3,1,214.55,0
3,1,214.57,-0.09
3,1,214.59,-0.27
3,1,214.69,-0.2
3,1,214.82,-0.09
3,1,214.99,-0.07
3,1,215.08,0
3,1,215.16,-0.09
3,1,215.24,0
3,1,215.44,-0.1
3,1,215.48,0.06
3,1,215.54,0
3,1,215.63,0.1
3,1,215.73,-0.03
3,1,215.94,0.1
3,1,216.03,0
3,1,216.41,-0.1
3,1,216.43,-0.19
3,1,216.51,0
3,1,216.58,-0.21
3,1,216.6,0
3,1,216.71,0.08
3,1,216.83,0.02
3,1,217.19,0.09
3,1,217.32,-0.03
3,1,217.5,0.1
3,1,217.63,0.29
3,1,217.68,0
3,1,217.8,-0.09
3,1,217.82,-0.21
3,1,217.91,-0.03
3,1,217.97,-0.1
3,1,218.01,0
3,1,218.12,-0.09
3,1,218.22,0
3,1,218.33,0.09
3,1,218.37,0
3,1,218.46,-0.16
3,1,218.52,-0.09
3,1,218.59,0
3,1,218.63,0.15
3,1,218.71,0.19
3,1,218.76,0
3,1,218.8,-0.13
3,1,218.92,0
3,1,218.96,0.2
3,1,219.03,0.4
3,1,219.05,0.14
3,1,219.09,0
3,1,219.2,-0.1
3,1,219.22,-0.17
3,1,219.31,-0.19
3,1,219.33,-0.24
3,1,219.37,0.21
3,1,219.48,0
3,1,219.67,-0.1
3,1,219.79,0
3,1,219.82,0.09
3,1,219.92,0.19
3,1,219.96,0.3
3,1,220.01,0.19
3,1,220.11,0
3,1,220.15,-0.24
3,1,220.28,-0.09
3,1,220.32,0.06
3,1,220.41,0
3,1,220.49,-0.09
3,1,220.54,0
3,1,220.7,0.1
3,1,220.75,0.19
3,1,220.79,-0.03
3,1,220.88,0.08
3,1,221,-0.1
3,1,221.11,0
3,1,221.21,-0.04
3,1,221.32,0.07
3,1,221.4,0.24
3,1,221.47,0
3,1,221.51,-0.09
3,1,221.57,0
3,1,221.62,-0.09
3,1,221.66,0
3,1,221.7,0.11
3,1,221.81,0
3,1,221.88,-0.19
3,1,221.98,-0.06
3,1,222.04,0.12
3,1,222.19,0
3,1,222.31,0.1
3,1,222.34,0
3,1,222.38,0.09
3,1,222.48,-0.1
3,1,222.63,0
3,1,222.72,-0.09
3,1,222.76,0.11
3,1,222.86,0.19
3,1,222.91,0
3,1,223.02,0.09
3,1,223.1,0
3,1,223.14,-0.1
3,1,223.29,0
3,1,223.38,-0.19
3,1,223.44,-0.39
3,1,223.46,-0.21
3,1,223.57,-0.1
3,1,223.65,0.1
3,1,223.67,0.24
3,1,223.71,0.16
3,1,223.76,0.53
3,1,223.82,0.2
3,1,223.86,0.1
3,1,223.88,-0.12
3,1,224.05,0.13
3,1,224.14,0
3,1,224.33,-0.01
3,1,224.43,-0.22
3,1,224.5,-0.1
3,1,224.54,0
3,1,224.62,0.19
3,1,224.77,0.09
3,1,224.81,0
3,1,224.84,-0.1
3,1,224.94,0
3,1,224.98,0.14
3,1,225.05,-0.1
3,1,225.09,-0.2
3,1,225.2,0
3,1,225.29,0.2
3,1,225.35,0.09
3,1,225.39,0
3,1,225.47,-0.06
3,1,225.52,0
3,1,225.58,0.1
3,1,225.69,0.29
3,1,225.71,0.09
3,1,225.77,-0.16
3,1,225.82,0.03
3,1,225.88,0.25
3,1,225.92,0.39
3,1,225.98,0.1
3,1,226.09,0.27
3,1,226.17,0.24
3,1,226.45,0.3
3,1,226.56,0.2
3,1,226.6,-0.12
3,1,226.68,-0.1
3,1,226.83,-0.2
3,1,226.93,-0.1
3,1,227.13,-0.3
3,1,227.15,-0.09
3,1,227.23,0
3,1,227.29,-0.06
3,1,227.34,-0.12
3,1,227.53,-0.21
3,1,227.68,-0.13
3,1,227.74,-0.09
3,1,227.83,0
3,1,227.87,0.09
3,1,227.95,0
3,1,228.06,-0.09
3,1,228.27,0
3,1,228.48,0.04
3,1,228.55,0.04
3,1,228.64,0.3
3,1,228.71,0.3
3,1,228.88,0
3,1,229.01,-0.18
3,1,229.35,-0.3
3,1,229.4,0
3,1,229.46,0
3,1,229.63,0.1
3,1,229.79,0.2
3,1,229.87,0
3,1,229.92,0.09
3,1,229.96,-0.05
3,1,230.07,-0.19
3,1,230.11,-0.14
3,1,230.14,-0.29
3,1,230.2,-0.1
3,1,230.33,0.04
3,1,230.64,0
3,1,230.67,-0.09
3,1,230.77,-0.03
3,1,230.86,0
3,1,231.02,-0.1
3,1,231.05,0
3,1,231.09,0.28
3,1,231.15,0.19
3,1,231.28,-0.09
3,1,231.36,0
3,1,231.49,0.19
3,1,231.55,0.09
3,1,231.61,0
3,1,231.72,0.1
3,1,231.79,0
3,1,231.83,-0.1
3,1,232.02,0
3,1,232.1,0.09
3,1,232.23,0
3,1,232.29,-0.09
3,1,232.38,0
3,1,232.44,0.11
3,1,232.53,0
3,1,232.65,0.1
3,1,232.68,0
3,1,232.78,0.09
3,1,232.82,-0.09
3,1,232.91,-0.14
3,1,233.01,0.05
3,1,233.1,0
3,1,233.23,0.1
3,1,233.31,0
3,1,233.35,-0.09
3,1,233.44,0
3,1,233.54,0.07
3,1,233.61,0.2
3,1,233.65,0.09
3,1,233.69,0.04
3,1,233.76,0.09
3,1,233.8,0
3,1,234.01,0.19
3,1,234.07,0.28
3,1,234.2,0.16
3,1,234.31,0
3,1,234.35,0.3
3,1,234.58,0.12
3,1,234.65,-0.09
3,1,234.69,-0.26
3,1,234.75,-0.2
3,1,234.84,-0.1
3,1,234.86,0
3,1,235.03,0.1
3,1,235.22,0
3,1,235.3,0.14
3,1,235.39,0.23
3,1,235.45,0.09
3,1,235.54,0.29
3,0,235.58,0.13
3,0,235.64,0
3,0,235.92,-0.3
3,0,236,-0.19
3,0,236.09,0
3,0,236.26,-0.09
3,0,236.32,0
3,0,236.42,0.09
3,0,236.47,0.15
3,0,236.66,0.3
3,0,236.72,0.16
3,0,236.77,0.08
3,0,236.87,0.25
3,0,236.96,0.03
3,1,237.02,0
3,1,237.06,0.1
3,1,237.12,0.15
3,1,237.15,0.31
3,1,237.34,0.24
3,1,237.38,0.35
3,1,237.42,0.19
3,1,237.46,0.3
3,1,237.51,0.24
3,1,237.59,0.37
3,1,237.74,0.33
3,1,237.8,0.19
3,1,237.89,0
3,1,237.93,-0.09
3,1,237.99,-0.3
3,1,238.01,-0.09
3,1,238.03,-0.37
3,1,238.08,-0.33
3,1,238.14,-0.26
3,1,238.29,-0.39
3,1,238.35,-0.29
3,1,238.48,-0.2
3,1,238.52,-0.29
3,1,238.57,-0.35
3,1,238.71,-0.3
3,1,238.8,-0.19
3,1,238.84,-0.3
3,1,238.95,-0.09
3,1,238.99,-0.07
3,1,239.07,0.19
3,1,239.16,0.35
3,1,239.39,0.2
3,1,239.43,-0.1
3,1,239.65,-0.07
3,1,239.8,-0.1
3,1,240.09,-0.16
3,1,240.24,-0.09
3,1,240.3,0
3,1,240.43,0.1
3,1,240.49,0
3,1,240.52,0.09
3,1,240.66,0.05
3,1,240.77,0.14
3,1,240.85,0.25
3,1,241.03,0
3,1,241.13,-0.16
3,1,241.36,-0.29
3,1,241.41,-0.21
3,1,241.58,-0.17
3,1,241.89,-0.23
3,1,241.98,-0.2
3,1,242.23,-0.12
3,1,242.4,-0.03
3,1,242.55,0
3,1,243.01,0.09
3,1,243.59,-0.16
3,1,243.71,-0.05
3,1,243.8,0.04
3,1,243.88,-0.1
3,1,243.99,0.09
3,1,244.03,0
3,1,244.1,0.08
3,1,244.22,0.19
3,1,244.29,0.29
3,1,244.41,0.09
3,1,244.44,-0.1
3,1,244.6,0
3,1,244.63,0.07
3,1,244.73,0.2
3,1,244.88,-0.09
3,1,244.96,-0.19
3,1,245.11,-0.4
3,1,245.16,-0.09
3,1,245.24,0
3,1,245.28,-0.09
3,1,245.33,-0.19
3,1,245.37,-0.1
3,1,245.47,0
3,1,245.5,0.07
3,1,245.6,0
3,1,245.71,0.15
3,1,245.79,-0.06
3,1,245.85,0
3,1,245.92,0.09
3,1,245.96,0
3,1,246.28,0.1
3,1,246.34,0.19
3,1,246.47,0
3,1,246.57,-0.1
3,1,246.6,0
3,1,246.68,0.19
3,1,246.83,-0.09
3,1,246.87,-0.3
3,1,246.92,0
3,1,247.06,-0.13
3,1,247.11,0
3,1,247.17,-0.1
3,1,247.25,-0.19
3,1,247.3,-0.14
3,1,247.49,0
3,1,247.59,0.15
3,1,247.68,0.09
3,1,247.74,0
3,1,247.91,0.04
3,1,247.95,0
3,1,248.15,0.04
3,1,248.27,0.09
3,1,248.33,0
3,1,248.38,-0.09
3,1,248.42,0
3,1,248.57,0.1
3,1,248.69,0
3,1,248.72,-0.12
3,1,248.8,-0.05
3,1,248.95,-0.09
3,1,248.99,0
3,1,249.1,0.1
3,1,249.21,0.15
3,1,249.31,0
3,1,249.39,-0.1
3,1,249.5,0
3,1,249.58,0.1
3,1,249.61,0
3,1,249.69,-0.1
3,1,249.92,0
3,1,249.97,-0.07
3,1,250.05,0.26
3,1,250.11,0
3,1,250.5,-0.07
3,1,250.58,0
3,1,250.62,0.09
3,1,250.65,0.22
3,1,250.75,0.25
3,1,250.84,0.1
3,1,250.96,0
3,1,251.14,0
3,1,251.17,-0.27
3,1,251.21,-0.3
3,1,251.36,0.4
3,1,251.38,-0.22
3,1,251.42,0
3,1,251.8,0.04
3,1,251.87,0
3,1,251.91,0.05
3,1,251.95,0
3,1,252,0.09
3,1,252.21,0
3,1,252.29,0.1
3,1,252.32,0
3,1,252.38,0
3,1,252.42,-0.35
3,1,252.46,-0.29
3,1,252.53,-0.29
3,1,252.6,0.33
3,1,252.67,0.34
3,1,252.8,0.33
3,1,252.83,0
3,1,252.87,0
3,1,252.91,0
3,1,252.94,-0.08
3,1,252.99,-0.13
3,1,253.23,-0.2
3,1,253.26,0.11
3,1,253.31,0.07
3,1,253.39,0.05
3,1,253.46,0
3,1,253.65,0
3,1,253.7,-0.12
3,1,253.73,-0.12
3,1,253.88,-0.1
3,1,253.95,0.16
3,1,253.99,0.18
3,1,254.16,0.04
3,1,254.27,0.09
3,1,254.46,-0.08
3,1,254.64,0
3,1,254.84,-0.1
3,1,254.96,0
3,1,255.01,-0.04
3,1,255.05,0
3,1,255.09,-0.06
3,1,255.18,0
3,1,255.34,-0.16
3,1,255.45,0
3,1,255.52,0.02
3,1,255.69,0.4
3,1,255.86,-0.09
3,1,256.36,0
3,1,256.45,0.1
3,1,256.49,0
3,1,256.57,0.09
3,1,256.66,0
3,1,256.79,0.04
3,1,256.87,0
3,1,257.08,-0.1
3,1,257.23,0
3,1,257.34,-0.1
3,1,257.38,-0.15
3,1,257.46,0
3,1,257.55,-0.2
3,1,257.66,0.17
3,1,257.85,0
3,1,257.91,-0.1
3,1,257.95,0
3,1,258.08,0.06
3,1,258.23,0
3,1,258.48,0.27
3,1,258.73,-0.29
3,1,259.03,0
3,1,259.16,-0.93
3,1,259.27,1.36
3,1,259.35,0
3,1,259.47,0.17
3,1,259.67,-0.05
3,1,259.77,0
3,1,259.84,-0.06
3,1,259.9,0
3,1,260.11,-0.24
3,1,260.22,0.17
3,1,260.33,0.04
3,1,260.41,0
3,1,260.5,0.08
3,1,260.67,-0.19
3,1,260.79,0
3,1,261.01,0.04
3,1,261.17,0
3,1,261.24,-0.02
3,1,261.32,0
3,1,261.45,0.11
3,1,261.66,0
3,1,261.87,-0.15
3,1,262.07,0
3,1,262.51,-0.11
3,1,262.62,0
3,1,262.68,0.08
3,1,262.79,0
3,1,262.89,-0.09
3,1,262.93,0
3,1,263.12,0.02
3,1,263.36,0.21
3,1,263.78,0
3,1,263.91,-0.09
3,1,264.01,0
3,1,264.04,0.03
3,1,264.23,0
3,1,264.32,-0.18
3,1,264.61,0
3,1,264.71,0.04
3,1,264.99,0
3,1,265.15,-0.08
3,1,265.35,0.21
3,1,265.65,0.13
3,1,265.87,0
3,1,265.97,-0.2
3,1,266.2,0
3,1,266.35,-0.18
3,1,266.46,0
3,1,266.75,-0.09
3,1,266.79,0
3,1,266.9,-0.05
3,1,267.04,0
3,1,267.09,0.06
3,1,267.15,0.09
3,1,267.19,0
3,1,267.21,-0.04
3,1,267.24,0
3,1,267.36,-0.12
3,1,267.43,0.09
3,1,267.6,-0.12
3,1,267.83,0
3,1,267.95,0.11
3,1,268.31,0
3,1,268.55,-0.06
3,1,268.83,0.07
3,1,269.06,-0.05
3,1,269.35,0.06
3,1,269.54,0.12
3,1,269.64,0
3,1,269.79,0.04
3,1,269.84,0
3,1,269.98,0.2
3,1,270.2,0
3,1,270.34,-0.04
3,1,270.41,0
3,1,270.45,-0.04
3,1,270.52,0
3,1,270.71,-0.08
3,1,270.9,0.16
3,1,270.96,0
3,1,271.05,-0.14
3,1,271.09,-0.09
3,1,271.21,0
3,1,271.32,0.03
3,1,271.47,0
3,1,271.57,0.07
3,1,271.66,0
3,1,271.79,0.07
3,1,271.98,-0.05
3,1,272.17,-0.12
3,1,272.28,0.08
3,1,272.46,-0.08
3,1,272.59,0.24
3,1,272.63,0.11
3,1,272.72,0
3,1,272.82,-0.08
3,1,272.95,0
3,1,273.12,-0.13
3,1,273.21,0
3,1,273.29,0.12
3,1,273.38,0
3,1,273.46,-0.1
3,1,273.69,0
3,1,273.76,0.09
3,1,273.78,0
3,1,273.84,0.1
3,1,274.03,0
3,1,274.16,-0.19
3,1,274.2,0.1
3,1,274.25,0
3,1,274.27,-0.12
3,1,274.46,0
3,1,274.48,0.27
3,1,274.56,-0.16
3,1,274.61,0
3,1,274.71,0.1
3,1,274.97,0.23
3,1,275.03,0
3,1,275.13,0.12
3,1,275.31,-0.18
3,1,275.47,-0.12
3,1,275.54,-0.09
3,1,275.58,0
3,1,275.65,0.19
3,1,275.71,0
3,1,275.73,-0.17
3,1,275.9,0
3,1,275.94,0.13
3,1,276.03,-0.2
3,1,276.07,0
3,1,276.11,0.15
3,1,276.3,0
3,1,276.4,0.13
3,1,276.45,0
3,1,276.47,-0.15
3,1,276.51,-0.35
3,1,276.62,0
3,1,276.68,0.26
3,1,276.79,0.1
3,1,276.83,0
3,1,276.87,-0.12
3,1,276.96,0
3,1,277,0.06
3,1,277.1,0.14
3,1,277.13,-0.07
3,1,277.21,0
3,1,277.29,-0.1
3,1,277.32,0.04
3,1,277.36,0
3,1,277.42,-0.2
3,1,277.51,0
3,1,277.59,0.09
3,1,277.66,0
3,1,277.68,0.4
3,1,277.74,-0.2
3,1,277.76,-0.17
3,1,277.83,0
3,1,277.85,0.17
3,1,277.93,0
3,1,277.95,-0.14
3,1,277.98,0
3,1,278.06,-0.11
3,1,278.17,0
3,1,278.27,0.07
3,1,278.36,0.04
3,1,278.4,0
3,1,278.44,-0.1
3,1,278.46,0
3,1,278.5,-0.08
3,1,278.63,0
3,1,278.72,0.1
3,1,278.85,0
3,1,278.91,-0.09
3,1,278.99,-0.2
3,1,279.16,0
3,1,279.29,0.05
3,1,279.37,0
3,1,279.4,0.21
3,1,279.71,0.32
3,1,279.78,-0.05
3,1,279.82,0.04
3,1,279.86,0.16
3,1,279.95,-0.19
3,1,280.16,-0.08
3,1,280.28,0
3,1,280.37,-0.15
3,1,280.6,0
3,1,280.66,0.15
3,1,280.77,0
3,1,280.87,-0.09
3,1,280.98,0
3,1,281.15,0.06
3,1,281.3,0.27
3,1,281.45,0
3,1,281.49,-0.12
3,1,281.62,0
3,1,281.66,0.05
3,1,281.79,-0.23
3,1,281.97,0.09
3,1,282.02,0
3,1,282.23,-0.05
3,1,282.27,0
3,1,282.32,0.08
3,1,282.5,0
3,1,282.55,-9.10E-03
3,1,282.76,0.19
3,1,282.96,0
3,1,283.23,0.2
3,1,283.38,0
3,1,283.46,-0.08
3,1,283.69,0
3,1,283.75,-0.09
3,1,283.82,-0.21
3,1,283.95,0
3,1,284.01,0.09
3,1,284.12,0
3,1,284.24,0.05
3,1,284.27,0
3,1,284.54,0.17
3,1,284.81,0
3,1,284.88,-0.22
3,1,285.15,0.13
3,1,285.2,0
3,1,285.24,0.03
3,1,285.3,0
3,1,285.37,-0.08
3,1,285.64,0.11
3,1,285.77,0.17
3,1,285.85,0
3,1,285.92,-0.09
3,1,286.04,0
3,1,286.17,0.09
3,1,286.3,0.39
3,1,286.4,0.26
3,1,286.57,0.15
3,1,286.66,0
3,1,286.76,-0.19
3,1,287.21,-0.12
3,1,287.4,0.11
3,1,287.5,0
3,1,287.53,-0.02
3,1,287.61,0.07
3,1,287.8,0
3,1,287.89,0.18
3,1,287.99,0
3,1,288.04,-0.19
3,1,288.23,-0.08
3,1,288.42,0
3,1,288.56,0.1
3,1,288.61,0
3,1,288.9,0.19
3,1,289.11,0
3,1,289.2,-0.1
3,1,289.27,0
3,1,289.31,0.14
3,1,289.35,0
3,1,289.39,-0.06
3,1,289.45,0
3,1,289.54,-0.05
3,1,289.58,0
3,1,289.67,0.19
3,1,289.81,-0.1
3,1,289.88,0
3,1,290.09,0.07
3,1,290.23,-0.22
3,1,290.45,0
3,1,290.6,0.08
3,1,290.79,0
3,1,290.87,-0.03
3,1,291.06,0
3,1,291.15,-0.14
3,1,291.19,0
3,1,291.43,0.07
3,1,291.51,0.13
3,1,291.61,0
3,1,291.81,-0.11
3,1,291.95,0
3,1,292.06,0.31
3,1,292.23,0.37
3,1,292.4,0.24
3,1,292.57,-0.22
3,1,293.1,0
3,1,293.44,0.13
3,1,294.12,0.09
3,1,294.79,0
3,1,294.84,0.09
3,1,294.88,0.08
3,1,294.98,0
3,1,295.01,0.15
3,1,295.45,0
3,1,295.52,-0.04
3,1,295.6,0
3,1,295.7,-0.04
3,1,295.77,0
3,1,295.89,0.07
3,1,295.96,0.01
3,1,296.06,0
3,1,296.21,0.09
3,0,296.4,0.08
3,0,296.57,0
3,0,296.59,0.1
3,0,296.72,0.14
3,0,296.85,0.24
3,0,296.93,0.15
3,0,297.23,0
3,0,297.27,0.25
3,0,297.44,0.14
3,0,297.51,0.04
3,0,297.59,0
3,0,297.63,-0.17
3,0,297.76,-0.27
3,0,298.29,-0.33
3,0,298.73,-0.17
3,0,298.97,0
3,0,299.03,0.13
3,0,299.14,0
3,0,299.2,-0.19
3,0,299.28,-0.09
3,0,299.43,-0.05
3,0,299.54,0
3,0,299.58,-0.06
3,0,299.64,0
3,0,299.67,-0.1
3,0,299.71,-0.17
3,0,299.88,0.1
3,0,299.99,0.16
3,0,301.22,0
3,0,301.89,0.26
3,0,302.2,0.07
3,0,302.49,-0.26
3,0,302.62,-0.06
3,0,303.01,0
3,1,303.84,0.04
3,1,303.88,-0.1
3,1,303.93,0
3,1,304.12,-0.13
3,1,304.18,0
3,1,304.24,0.1
3,1,304.26,0
3,1,304.29,0.09
3,1,304.33,0
3,1,304.35,-0.14
3,1,304.52,0
3,1,304.63,0.1
3,1,304.67,0.14
3,1,304.75,0
3,1,304.79,-0.12
3,1,304.99,0
3,1,305.05,0.13
3,1,305.11,0.25
3,1,305.22,0
3,1,305.33,-0.05
3,1,305.37,-0.09
3,1,305.54,0
3,1,305.6,0.16
3,1,305.81,0
3,1,305.84,0.12
3,1,305.98,0
3,1,306.02,0.05
3,1,306.05,0
3,1,306.17,-0.1
