LS,BMP,EMP,BegState,EndState,PASS SPEED,FREIGHT SPEED,TRACKS
2,287.83,293.2,"MCCOOK, NE","PERRY, NE",79,60,1
2,287.83,293.2,"MCCOOK, NE","PERRY, NE",79,60,1
2,287.83,293.2,"MCCOOK, NE","PERRY, NE",79,60,1
2,287.83,293.2,"MCCOOK, NE","PERRY, NE",79,60,1
2,287.83,293.2,"MCCOOK, NE","PERRY, NE",79,60,1
2,287.83,293.2,"MCCOOK, NE","PERRY, NE",79,60,1
2,293.2,300,"PERRY, NE","CULBERTSON, NE",79,60,1
2,293.2,300,"PERRY, NE","CULBERTSON, NE",79,60,1
2,293.2,300,"PERRY, NE","CULBERTSON, NE",79,60,1
2,293.2,300,"PERRY, NE","CULBERTSON, NE",79,60,1
2,293.2,300,"PERRY, NE","CULBERTSON, NE",79,60,1
2,293.2,300,"PERRY, NE","CULBERTSON, NE",79,60,1
2,293.2,300,"PERRY, NE","CULBERTSON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,300.1,321.05,"IMPERIAL LINE, NE","STRATTON, NE",79,60,1
2,321.05,330.69,"STRATTON, NE","MAX, NE",79,60,1
2,321.05,330.69,"STRATTON, NE","MAX, NE",79,60,1
2,321.05,330.69,"STRATTON, NE","MAX, NE",79,60,1
2,321.05,330.69,"STRATTON, NE","MAX, NE",79,60,1
2,321.05,330.69,"STRATTON, NE","MAX, NE",79,60,1
2,321.05,330.69,"STRATTON, NE","MAX, NE",79,60,1
2,321.05,330.69,"STRATTON, NE","MAX, NE",79,60,1
2,321.05,330.69,"STRATTON, NE","MAX, NE",79,60,1
2,321.05,330.69,"STRATTON, NE","MAX, NE",79,60,1
2,330.69,339.07,"MAX, NE","BENKELMAN, NE",79,60,1
2,330.69,339.07,"MAX, NE","BENKELMAN, NE",79,60,1
2,330.69,339.07,"MAX, NE","BENKELMAN, NE",79,60,1
2,330.69,339.07,"MAX, NE","BENKELMAN, NE",79,60,1
2,330.69,339.07,"MAX, NE","BENKELMAN, NE",79,60,1
2,330.69,339.07,"MAX, NE","BENKELMAN, NE",79,60,1
2,330.69,339.07,"MAX, NE","BENKELMAN, NE",79,60,1
2,330.69,339.07,"MAX, NE","BENKELMAN, NE",79,60,1
2,330.69,339.07,"MAX, NE","BENKELMAN, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,339.07,361.11,"BENKELMAN, NE","HAIGLER, NE",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,361.11,377.48,"HAIGLER, NE","WRAY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,377.48,392.12,"WRAY, CO","ECKLEY, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,392.12,404.72,"ECKLEY, CO","YUMA, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,404.72,417.4,"YUMA, CO","OTIS, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,417.4,430.83,"OTIS, CO","AKRON, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,430.83,443.9,"AKRON, CO","PINNEO, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,443.9,454.79,"PINNEO, CO","BRUSH, CO",79,60,1
2,454.79,457.97,"BRUSH, CO","PAWNEE JCT, CO",79,60,1
2,454.79,457.97,"BRUSH, CO","PAWNEE JCT, CO",79,60,1
2,454.79,457.97,"BRUSH, CO","PAWNEE JCT, CO",79,60,1
2,457.97,462.08,"PAWNEE JCT, CO","MOSELEY, CO",79,60,1
2,457.97,462.08,"PAWNEE JCT, CO","MOSELEY, CO",79,60,1
2,457.97,462.08,"PAWNEE JCT, CO","MOSELEY, CO",79,60,1
2,457.97,462.08,"PAWNEE JCT, CO","MOSELEY, CO",79,60,1
2,457.97,462.08,"PAWNEE JCT, CO","MOSELEY, CO",79,60,1
2,462.08,464.31,"MOSELEY, CO","FT MORGAN, CO",79,60,1
2,462.08,464.31,"MOSELEY, CO","FT MORGAN, CO",79,60,1
2,464.31,468.45,"FT MORGAN, CO","BIJOU, CO",79,60,1
2,464.31,468.45,"FT MORGAN, CO","BIJOU, CO",79,60,1
2,464.31,468.45,"FT MORGAN, CO","BIJOU, CO",79,60,1
2,464.31,468.45,"FT MORGAN, CO","BIJOU, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,468.45,489.08,"BIJOU, CO","CREST, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,489.08,505.35,"CREST, CO","KEENESBURG, CO",79,60,1
2,505.35,512.95,"KEENESBURG, CO","HUDSON, CO",79,60,1
2,505.35,512.95,"KEENESBURG, CO","HUDSON, CO",79,60,1
2,505.35,512.95,"KEENESBURG, CO","HUDSON, CO",79,60,1
2,505.35,512.95,"KEENESBURG, CO","HUDSON, CO",79,60,1
2,505.35,512.95,"KEENESBURG, CO","HUDSON, CO",79,60,1
2,505.35,512.95,"KEENESBURG, CO","HUDSON, CO",79,60,1
2,505.35,512.95,"KEENESBURG, CO","HUDSON, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,512.95,524.43,"HUDSON, CO","BARR, CO",79,60,1
2,524.43,531.83,"BARR, CO","IRONDALE, CO",79,60,1
2,524.43,531.83,"BARR, CO","IRONDALE, CO",79,60,1
2,524.43,531.83,"BARR, CO","IRONDALE, CO",79,60,1
2,524.43,531.83,"BARR, CO","IRONDALE, CO",79,60,1
2,524.43,531.83,"BARR, CO","IRONDALE, CO",79,60,1
2,524.43,531.83,"BARR, CO","IRONDALE, CO",79,60,1
2,524.43,531.83,"BARR, CO","IRONDALE, CO",79,60,1
2,531.83,534.28,"IRONDALE, CO","LADORA, CO",79,60,1
2,531.83,534.28,"IRONDALE, CO","LADORA, CO",79,60,1
2,531.83,534.28,"IRONDALE, CO","LADORA, CO",79,60,1
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,0,14.96,"HURON LINE JC, MN","HOLLOWAY, MN",N/A,40,1
200,14.96,21.14,"HOLLOWAY, MN","APPLETON, MN",N/A,40,1
200,14.96,21.14,"HOLLOWAY, MN","APPLETON, MN",N/A,40,1
200,14.96,21.14,"HOLLOWAY, MN","APPLETON, MN",N/A,40,1
200,14.96,21.14,"HOLLOWAY, MN","APPLETON, MN",N/A,40,1
200,14.96,21.14,"HOLLOWAY, MN","APPLETON, MN",N/A,40,1
200,14.96,21.14,"HOLLOWAY, MN","APPLETON, MN",N/A,40,1
200,14.96,21.14,"HOLLOWAY, MN","APPLETON, MN",N/A,40,1
200,21.14,29.84,"APPLETON, MN","LOUISBURG, MN",N/A,40,1
200,21.14,29.84,"APPLETON, MN","LOUISBURG, MN",N/A,40,1
200,21.14,29.84,"APPLETON, MN","LOUISBURG, MN",N/A,40,1
200,21.14,29.84,"APPLETON, MN","LOUISBURG, MN",N/A,40,1
200,21.14,29.84,"APPLETON, MN","LOUISBURG, MN",N/A,40,1
200,21.14,29.84,"APPLETON, MN","LOUISBURG, MN",N/A,40,1
200,21.14,29.84,"APPLETON, MN","LOUISBURG, MN",N/A,40,1
200,21.14,29.84,"APPLETON, MN","LOUISBURG, MN",N/A,40,1
200,29.84,36.34,"LOUISBURG, MN","BELLINGHAM, MN",N/A,40,1
200,29.84,36.34,"LOUISBURG, MN","BELLINGHAM, MN",N/A,40,1
200,29.84,36.34,"LOUISBURG, MN","BELLINGHAM, MN",N/A,40,1
200,29.84,36.34,"LOUISBURG, MN","BELLINGHAM, MN",N/A,40,1
200,29.84,36.34,"LOUISBURG, MN","BELLINGHAM, MN",N/A,40,1
200,29.84,36.34,"LOUISBURG, MN","BELLINGHAM, MN",N/A,40,1
200,29.84,36.34,"LOUISBURG, MN","BELLINGHAM, MN",N/A,40,1
200,36.34,45.53,"BELLINGHAM, MN","NASSAU, MN",N/A,25,1
200,36.34,45.53,"BELLINGHAM, MN","NASSAU, MN",N/A,25,1
200,36.34,45.53,"BELLINGHAM, MN","NASSAU, MN",N/A,25,1
200,36.34,45.53,"BELLINGHAM, MN","NASSAU, MN",N/A,25,1
200,36.34,45.53,"BELLINGHAM, MN","NASSAU, MN",N/A,25,1
200,36.34,45.53,"BELLINGHAM, MN","NASSAU, MN",N/A,25,1
200,36.34,45.53,"BELLINGHAM, MN","NASSAU, MN",N/A,25,1
200,36.34,45.53,"BELLINGHAM, MN","NASSAU, MN",N/A,25,1
200,36.34,45.53,"BELLINGHAM, MN","NASSAU, MN",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,45.53,57.14,"NASSAU, MN","LA BOLT, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,57.14,72.02,"LA BOLT, SD","SOUTH SHORE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,72.02,85.28,"SOUTH SHORE, SD","RAUVILLE, SD",N/A,25,1
200,85.5,91.19,"HALLETT CONST, SD","WATERTOWN, SD",N/A,10,1
200,85.5,91.19,"HALLETT CONST, SD","WATERTOWN, SD",N/A,10,1
200,85.5,91.19,"HALLETT CONST, SD","WATERTOWN, SD",N/A,10,1
200,85.5,91.19,"HALLETT CONST, SD","WATERTOWN, SD",N/A,10,1
200,85.5,91.19,"HALLETT CONST, SD","WATERTOWN, SD",N/A,10,1
200,85.5,91.19,"HALLETT CONST, SD","WATERTOWN, SD",N/A,10,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,91.19,114.31,"WATERTOWN, SD","VIENNA, SD",N/A,25,1
200,114.31,123.19,"VIENNA, SD","WILLOW LAKE, SD",N/A,25,1
200,114.31,123.19,"VIENNA, SD","WILLOW LAKE, SD",N/A,25,1
200,114.31,123.19,"VIENNA, SD","WILLOW LAKE, SD",N/A,25,1
200,114.31,123.19,"VIENNA, SD","WILLOW LAKE, SD",N/A,25,1
200,114.31,123.19,"VIENNA, SD","WILLOW LAKE, SD",N/A,25,1
200,114.31,123.19,"VIENNA, SD","WILLOW LAKE, SD",N/A,25,1
200,114.31,123.19,"VIENNA, SD","WILLOW LAKE, SD",N/A,25,1
200,114.31,123.19,"VIENNA, SD","WILLOW LAKE, SD",N/A,25,1
200,114.31,123.19,"VIENNA, SD","WILLOW LAKE, SD",N/A,25,1
200,123.19,135.31,"WILLOW LAKE, SD","BANCROFT, SD",N/A,25,1
200,123.19,135.31,"WILLOW LAKE, SD","BANCROFT, SD",N/A,25,1
200,123.19,135.31,"WILLOW LAKE, SD","BANCROFT, SD",N/A,25,1
200,123.19,135.31,"WILLOW LAKE, SD","BANCROFT, SD",N/A,25,1
