,LINE_SEGMENT,BEG MP,END MP,SPEED,LENGTH (FT),CURVE NUMBER,DIRECTION,DEG OF CURVE,GRADE_TO_NEXT,index,SPEED_INDI,LENGTH (M),ELEV (M)
0,49.0,0.0,0.17,49.0,0.0,0.0,0.0,0.0,0.0,0.0,non_speed,273.5878,0.0
1,49.0,0.17,0.45,49.0,0.0,0.0,0.0,0.0,0.4,0.0,non_speed,450.6152,1.8024608
2,49.0,0.318,0.64,49.0,0.0,0.0,0.0,0.0,0.25,1.0,non_speed,518.20748,3.0979795
3,49.0,0.64,0.91,49.0,0.0,0.0,0.0,0.0,0.36,2.0,non_speed,434.5218,4.66225798
4,49.0,0.91,1.02,49.0,0.0,0.0,0.0,0.0,0.4,3.0,non_speed,177.02739999999997,5.37036758
5,49.0,1.02,1.59,49.0,0.0,0.0,0.0,0.0,0.47,4.0,non_speed,917.3238,9.68178944
6,49.0,1.59,1.85,49.0,0.0,0.0,0.0,0.0,0.47,5.0,non_speed,418.4284,11.648402919999999
7,49.0,1.85,2.06,49.0,0.0,0.0,0.0,0.0,0.45,6.0,non_speed,337.9613999999999,13.169229219999998
8,49.0,2.06,2.54,49.0,0.0,0.0,0.0,0.0,0.3,7.0,non_speed,772.4831999999999,15.486678819999998
9,49.0,2.54,2.72,49.0,0.0,0.0,0.0,0.0,0.13,8.0,non_speed,289.6812000000002,15.863264379999999
10,49.0,2.72,2.83,49.0,0.0,0.0,0.0,0.0,0.27,9.0,non_speed,177.0273999999998,16.34123836
11,49.0,2.83,2.89,49.0,0.0,0.0,0.0,0.0,0.33,10.0,non_speed,96.56040000000009,16.659887679999997
12,49.0,2.89,2.97,49.0,0.0,0.0,0.0,0.0,0.4,11.0,non_speed,128.7472000000001,17.17487648
13,49.0,2.97,3.01,49.0,0.0,0.0,0.0,0.0,0.29,12.0,non_speed,64.37359999999934,17.361559919999998
14,49.0,3.01,3.07,49.0,0.0,0.0,0.0,0.0,0.2,13.0,non_speed,96.56040000000009,17.554680719999997
15,49.0,3.07,3.17,49.0,0.0,0.0,0.0,0.0,0.31,14.0,non_speed,160.93400000000014,18.05357612
16,49.0,3.17,3.33,49.0,0.0,0.0,0.0,0.0,0.35,15.0,non_speed,257.4944000000002,18.954806519999998
17,49.0,3.33,3.41,49.0,0.0,0.0,0.0,0.0,0.22,16.0,non_speed,128.7472000000001,19.23805036
18,49.0,3.41,3.48,49.0,0.0,0.0,0.0,0.0,0.07,17.0,non_speed,112.65379999999973,19.31690802
19,49.0,3.48,3.58,49.0,0.0,0.0,0.0,0.0,0.12,18.0,non_speed,160.93400000000014,19.51002882
20,49.0,3.58,3.65,49.0,0.0,0.0,0.0,0.0,0.32,19.0,non_speed,112.65379999999973,19.87052098
21,49.0,3.65,3.87,49.0,0.0,0.0,0.0,0.0,0.39,20.0,non_speed,354.0548000000003,21.2513347
22,49.0,3.87,3.93,49.0,0.0,0.0,0.0,0.0,0.29,21.0,non_speed,96.56040000000009,21.531359860000002
23,49.0,3.93,4.05,49.0,0.0,0.0,0.0,0.0,0.18,22.0,non_speed,193.12079999999943,21.878977300000003
24,49.0,4.05,4.09,49.0,0.0,0.0,0.0,0.0,0.09,23.0,non_speed,64.37360000000005,21.936913540000003
25,49.0,4.09,4.18,49.0,0.0,0.0,0.0,0.0,0.02,24.0,non_speed,144.84059999999977,21.96588166
26,49.0,4.18,4.21,49.0,0.0,0.0,0.0,0.0,0.05,25.0,non_speed,48.2802000000004,21.99002176
27,49.0,4.21,4.24,49.0,0.0,0.0,0.0,0.0,-0.13,26.0,non_speed,48.2802000000004,21.9272575
28,49.0,4.24,4.3,49.0,0.0,0.0,0.0,0.0,-0.21,27.0,non_speed,96.56039999999936,21.72448066
29,49.0,4.3,4.37,49.0,0.0,0.0,0.0,0.0,-0.14,28.0,non_speed,112.65380000000046,21.56676534
30,49.0,4.37,4.39,49.0,0.0,0.0,0.0,0.0,-0.2,29.0,non_speed,32.18679999999931,21.50239174
