,LINE_SEGMENT,BEG MP,END MP,SPEED,LENGTH (FT),CURVE NUMBER,DIRECTION,DEG OF CURVE,GRADE_TO_NEXT,index,SPEED_INDI,LENGTH (M),ELEV (M)
0,418.0,0.0,0.05,20.0,0.0,0.0,0.0,0.0,0.48,0.0,non_speed,80.467,0.38624159999999996
1,418.0,0.05,0.07,20.0,767.0,0,L,5.0,0.39,0.0,non_speed,32.186800000000005,0.51177012
2,418.0,0.07,0.09,20.0,767.0,0,L,5.0,0.3,0.0,non_speed,32.186799999999984,0.60833052
3,418.0,0.09,0.11,20.0,767.0,0,L,5.0,0.19,0.0,non_speed,32.186800000000005,0.66948544
4,418.0,0.11,0.13,20.0,767.0,0,L,5.0,0.0,0.0,non_speed,32.186800000000005,0.66948544
5,418.0,0.13,0.15,20.0,767.0,0,L,5.0,-0.2,0.0,non_speed,32.186799999999984,0.60511184
6,418.0,0.15,0.161,20.0,767.0,0,L,5.0,-0.3,0.0,non_speed,17.702740000000016,0.5520036199999999
7,418.0,0.161,0.17,20.0,0.0,0.0,0.0,0.0,-0.3,6.0,non_speed,14.484060000000012,0.5085514399999999
8,418.0,0.17,0.58,20.0,0.0,0.0,0.0,0.0,-0.31,7.0,non_speed,659.8293999999999,-1.5369196999999999
9,418.0,0.58,0.6,20.0,0.0,0.0,0.0,0.0,-1.25,8.0,non_speed,32.18680000000003,-1.9392547000000002
10,418.0,0.6,0.62,20.0,0.0,0.0,0.0,0.0,-0.3,9.0,non_speed,32.18680000000003,-2.0358151
11,418.0,0.62,0.64,20.0,0.0,0.0,0.0,0.0,-0.3,10.0,non_speed,32.18680000000003,-2.1323755
12,418.0,0.64,0.66,20.0,0.0,0.0,0.0,0.0,-0.19,11.0,non_speed,32.18680000000003,-2.19353042
13,418.0,0.66,0.68,20.0,0.0,0.0,0.0,0.0,-0.2,12.0,non_speed,32.18680000000003,-2.2579040200000002
14,418.0,0.68,0.7,20.0,0.0,0.0,0.0,0.0,-0.09,13.0,non_speed,32.18679999999985,-2.2868721400000003
15,418.0,0.7,0.71,20.0,0.0,0.0,0.0,0.0,0.0,14.0,non_speed,16.093400000000013,-2.2868721400000003
16,418.0,0.71,2.1,20.0,0.0,0.0,0.0,0.0,0.0,15.0,non_speed,2236.9826000000003,-2.2868721400000003
17,418.0,2.1,2.116,20.0,1273.0,2,L,5.0,0.09,1.0,non_speed,25.74944000000002,-2.263697644
18,418.0,2.116,2.12,20.0,0.0,0.0,0.0,0.0,0.09,16.0,non_speed,6.437360000000005,-2.2579040200000002
19,418.0,2.12,2.14,20.0,0.0,0.0,0.0,0.0,0.2,17.0,non_speed,32.18680000000003,-2.19353042
20,418.0,2.14,2.15,20.0,0.0,0.0,0.0,0.0,0.4,18.0,non_speed,16.093399999999654,-2.1291568200000013
21,418.0,2.15,2.17,20.0,0.0,0.0,0.0,0.0,0.49,19.0,non_speed,32.18680000000003,-1.9714415000000012
22,418.0,2.17,2.19,20.0,0.0,0.0,0.0,0.0,0.6,20.0,non_speed,32.18680000000003,-1.778320700000001
23,418.0,2.19,2.21,20.0,0.0,0.0,0.0,0.0,0.8,21.0,non_speed,32.18680000000003,-1.5208263000000009
24,418.0,2.21,2.23,20.0,0.0,0.0,0.0,0.0,1.0,22.0,non_speed,32.18680000000003,-1.1989583000000006
25,418.0,2.23,2.25,20.0,0.0,0.0,0.0,0.0,1.08,23.0,non_speed,32.18680000000003,-0.8513408600000003
26,418.0,2.25,2.27,20.0,0.0,0.0,0.0,0.0,1.2,24.0,non_speed,32.18680000000003,-0.46509926
27,418.0,2.27,2.29,20.0,0.0,0.0,0.0,0.0,1.4,25.0,non_speed,32.18680000000003,-0.014484059999999632
28,418.0,2.29,2.31,20.0,0.0,0.0,0.0,0.0,1.58,26.0,non_speed,32.18680000000003,0.4940673800000008
29,418.0,2.31,2.33,20.0,0.0,0.0,0.0,0.0,1.7,27.0,non_speed,32.18680000000003,1.0412429800000012
30,418.0,2.33,2.46,20.0,0.0,0.0,0.0,0.0,1.76,28.0,non_speed,209.2141999999998,4.723412899999998
31,418.0,2.46,2.48,20.0,0.0,0.0,0.0,0.0,1.7,29.0,non_speed,32.18680000000003,5.270588499999998
32,418.0,2.48,2.49,20.0,0.0,0.0,0.0,0.0,1.8,30.0,non_speed,16.093400000000372,5.5602697000000045
33,418.0,2.49,2.51,20.0,0.0,0.0,0.0,0.0,1.58,31.0,non_speed,32.18679999999931,6.068821139999994
34,418.0,2.51,2.53,20.0,0.0,0.0,0.0,0.0,1.6,32.0,non_speed,32.18680000000003,6.583809939999994
35,418.0,2.53,2.55,20.0,0.0,0.0,0.0,0.0,1.5,33.0,non_speed,32.18680000000003,7.066611939999994
36,418.0,2.55,2.89,20.0,0.0,0.0,0.0,0.0,1.47,34.0,non_speed,547.1756000000005,15.110093260000001
37,418.0,2.89,2.89,20.0,714.0,0002A,R,5.0,1.47,2.0,non_speed,217.26090000000036,18.303828490000008
