,LINE_SEGMENT,BEG MP,END MP,SPEED,LENGTH (FT),CURVE NUMBER,DIRECTION,DEG OF CURVE,GRADE_TO_NEXT,index,SPEED_INDI,LENGTH (M),ELEV (M)
0,37.0,1401.25,1401.28,35.0,0.0,0.0,0.0,0.0,-0.17,0.0,non_speed,48.28019999995609,-0.08207633999992536
1,37.0,1401.28,1401.63,35.0,0.0,0.0,0.0,0.0,0.0,1.0,non_speed,563.2690000002195,-0.08207633999992536
2,37.0,1401.63,1401.65,35.0,0.0,0.0,0.0,0.0,0.0,2.0,non_speed,32.186799999970724,-0.08207633999992536
3,37.0,1401.65,1401.82,35.0,0.0,0.0,0.0,0.0,-0.15,3.0,non_speed,273.58779999975116,-0.49245803999955207
4,37.0,1401.82,1401.99,35.0,0.0,0.0,0.0,0.0,-0.3,4.0,non_speed,273.58780000011706,-1.3132214399999032
5,37.0,1401.99,1402.26,35.0,0.0,0.0,0.0,0.0,-0.34,5.0,non_speed,434.5217999999707,-2.7905955599998036
6,37.0,1402.26,1402.431,35.0,1318.0,1402,R,0.36666,-0.3,0.0,non_speed,275.197140000079,-3.6161869800000406
7,37.0,1402.431,1402.47,35.0,0.0,0.0,0.0,0.0,-0.3,6.0,non_speed,62.76425999997951,-3.804479759999979
8,37.0,1402.47,1402.49,35.0,0.0,0.0,0.0,0.0,-0.1,7.0,non_speed,32.186799999970724,-3.8366665599999497
9,37.0,1402.49,1402.55,35.0,0.0,0.0,0.0,0.0,-0.19,8.0,non_speed,96.56039999991218,-4.020131319999783
10,37.0,1402.55,1402.57,35.0,0.0,0.0,0.0,0.0,-0.2,9.0,non_speed,32.186799999970724,-4.084504919999724
11,37.0,1402.57,1403.69,35.0,0.0,0.0,0.0,0.0,-0.3,10.0,non_speed,1802.4608000001901,-9.491887320000295
12,37.0,1403.576,1403.93,35.0,0.0,0.0,0.0,0.0,0.0076,11.0,non_speed,569.7063600000673,-9.448589636640289
13,37.0,1403.93,1403.95,35.0,0.0,0.0,0.0,0.0,0.0,12.0,non_speed,32.186799999970724,-9.448589636640289
14,37.0,1403.95,1404.03,35.0,0.0,0.0,0.0,0.0,0.09,13.0,non_speed,128.7471999998829,-9.332717156640394
15,37.0,1404.03,1404.15,35.0,2775.0,1404,R,2.5,0.0,2.0,non_speed,193.12080000019026,-9.332717156640394
16,37.0,1404.15,1404.28,35.0,2775.0,1404,R,2.5,-0.19,2.0,non_speed,209.21419999980972,-9.730224136640032
17,37.0,1404.28,1404.545,35.0,2775.0,1404,R,2.5,-0.4,2.0,non_speed,426.475100000161,-11.436124536640676
18,37.0,1404.545,1404.6,35.0,0.0,0.0,0.0,0.0,-0.4,16.0,non_speed,88.51369999973653,-11.790179336639623
19,37.0,1404.6,1404.62,35.0,0.0,0.0,0.0,0.0,-0.5,17.0,non_speed,32.186799999970724,-11.951113336639477
20,37.0,1404.62,1404.7,35.0,0.0,0.0,0.0,0.0,-0.6,18.0,non_speed,128.74720000024882,-12.723596536640969
21,37.0,1404.7,1404.93,35.0,0.0,0.0,0.0,0.0,-0.2,19.0,non_speed,370.14820000002925,-13.463892936641027
22,37.0,1404.93,1404.94,35.0,0.0,0.0,0.0,0.0,-0.1,20.0,non_speed,16.093399999985362,-13.479986336641012
23,37.0,1404.94,1405.09,35.0,0.0,0.0,0.0,0.0,-0.1,21.0,non_speed,241.40099999978042,-13.721387336640793
24,37.0,1405.09,1405.336,35.0,1423.0,1405,R,1.56666,-0.09,3.0,non_speed,395.8976400001522,-14.077695212640931
25,37.0,1405.336,1405.39,35.0,0.0,0.0,0.0,0.0,-0.09,22.0,non_speed,86.90436000014051,-14.155909136641057
26,37.0,1405.39,1406.08,35.0,0.0,0.0,0.0,0.0,-0.24,23.0,non_speed,1110.4445999997217,-16.82097617664039
27,37.0,1406.08,1406.42,35.0,0.0,0.0,0.0,0.0,0.0,24.0,non_speed,547.1756000002341,-16.82097617664039
28,37.0,1406.42,1406.6,35.0,0.0,0.0,0.0,0.0,0.14,25.0,non_speed,289.6811999997365,-16.41542249664076
29,37.0,1406.6,1406.92,35.0,3037.0,1406,R,1.01666,-0.21,4.0,non_speed,514.9888000002634,-17.49689897664131
30,37.0,1406.92,1406.93,35.0,3037.0,1406,R,1.01666,-0.09,4.0,non_speed,16.093399999985362,-17.5113830366413
31,37.0,1406.93,1406.962,35.0,3037.0,1406,R,1.01666,0.009,4.0,non_speed,51.498879999879975,-17.50674813744131
32,37.0,1406.962,1407.37,35.0,0.0,0.0,0.0,0.0,0.009,28.0,non_speed,656.6107199998419,-17.447653172641324
33,37.0,1407.37,1407.39,35.0,0.0,0.0,0.0,0.0,-0.2,29.0,non_speed,32.186800000336646,-17.512026772642
34,37.0,1407.39,1407.41,35.0,0.0,0.0,0.0,0.0,0.6,30.0,non_speed,32.186799999970724,-17.318905972642174
35,37.0,1407.41,1407.49,35.0,0.0,0.0,0.0,0.0,0.41,31.0,non_speed,128.7471999998829,-16.791042452642653
36,37.0,1407.49,1407.76,35.0,0.0,0.0,0.0,0.0,0.3,32.0,non_speed,434.5217999999707,-15.487477052642742
37,37.0,1407.76,1408.197,35.0,2331.0,1408,L,3.05,0.0,5.0,non_speed,703.281579999836,-15.487477052642742
38,37.0,1408.197,1410.59,35.0,0.0,0.0,0.0,0.0,0.0,33.0,non_speed,3851.1506200000467,-15.487477052642742
39,37.0,1409.46,1410.06,35.0,1265.0,1410,R,3.36666,0.0,7.0,non_speed,965.6039999998536,-15.487477052642742
40,37.0,1410.06,1410.345,35.0,1263.0,1410A,L,3.16666,0.0,8.0,non_speed,458.6619000001317,-15.487477052642742
41,37.0,1410.345,1410.526,35.0,844.0,1410B,R,3.16,0.0,9.0,non_speed,291.29054000006437,-15.487477052642742
42,37.0,1410.526,1410.73,35.0,0.0,0.0,0.0,0.0,-0.3,34.0,non_speed,328.30535999992094,-16.472393132642505
43,37.0,1410.73,1410.75,35.0,0.0,0.0,0.0,0.0,-0.19,35.0,non_speed,32.186799999970724,-16.53354805264245
44,37.0,1410.75,1410.954,35.0,1110.0,1410C,R,1.65,-0.2,10.0,non_speed,328.30535999992094,-17.19015877264229
45,37.0,1410.954,1411.3,35.0,0.0,0.0,0.0,0.0,-0.2,36.0,non_speed,556.8316400000058,-18.303822052642303
46,37.0,1411.3,1411.74,35.0,0.0,0.0,0.0,0.0,0.0,37.0,non_speed,708.1096000000878,-18.303822052642303
47,37.0,1411.74,1411.76,35.0,0.0,0.0,0.0,0.0,0.09,38.0,non_speed,32.186799999970724,-18.27485393264233
48,37.0,1411.76,1411.85,35.0,0.0,0.0,0.0,0.0,0.54,39.0,non_speed,144.84059999986826,-17.49271469264304
49,37.0,1411.85,1411.87,35.0,0.0,0.0,0.0,0.0,0.44,40.0,non_speed,32.186799999970724,-17.35109277264317
50,37.0,1411.87,1412.12,35.0,0.0,0.0,0.0,0.0,0.39,42.0,non_speed,402.335,-15.78198627264317
51,37.0,1412.091,1413.17,35.0,0.0,0.0,0.0,0.0,0.0,43.0,non_speed,1736.4778600002867,-15.78198627264317
52,37.0,1412.551,1412.809,35.0,878.0,1412B,R,3.33333,0.0,13.0,non_speed,415.20972000006145,-15.78198627264317
53,37.0,1412.809,1413.149,35.0,1590.0,1413,L,2.06666,0.0,14.0,non_speed,547.1755999998683,-15.78198627264317
54,37.0,1413.149,1413.76,35.0,0.0,0.0,0.0,0.0,0.1,44.0,non_speed,983.3067400001668,-14.798679532643003
55,37.0,1413.726,1413.78,35.0,0.0,0.0,0.0,0.0,0.5,45.0,non_speed,86.90435999977458,-14.36415773264413
56,37.0,1413.78,1413.95,35.0,0.0,0.0,0.0,0.0,0.59,46.0,non_speed,273.58780000011706,-12.74998971264344
57,37.0,1413.95,1414.061,35.0,783.0,1414,R,1.2,0.3,16.0,non_speed,178.63673999980094,-12.214079492644037
58,37.0,1414.061,1414.32,35.0,0.0,0.0,0.0,0.0,0.3,47.0,non_speed,416.8190600000234,-10.963622312643967
59,37.0,1414.32,1414.34,35.0,0.0,0.0,0.0,0.0,0.19,48.0,non_speed,32.186799999970724,-10.902467392644022
60,37.0,1414.34,1414.53,35.0,0.0,0.0,0.0,0.0,0.4,49.0,non_speed,305.7746000000878,-9.67936899264367
61,37.0,1414.53,1414.584,35.0,1132.0,1414A,R,1.1,0.6,17.0,non_speed,86.90436000014051,-9.157942832642828
62,37.0,1414.584,1414.71,35.0,0.0,0.0,0.0,0.0,0.6,50.0,non_speed,202.77683999996194,-7.941281792643056
63,37.0,1414.71,1414.908,35.0,1303.0,1414B,R,1.58333,0.0,18.0,non_speed,318.64931999978336,-7.941281792643056
64,37.0,1414.908,1414.92,35.0,0.0,0.0,0.0,0.0,0.0,51.0,non_speed,19.312080000275174,-7.941281792643056
65,37.0,1414.92,1415.08,35.0,0.0,0.0,0.0,0.0,-0.67,52.0,non_speed,257.4943999997658,-9.666494272641486
66,37.0,1415.08,1415.1,35.0,0.0,0.0,0.0,0.0,-0.29,53.0,non_speed,32.186799999970724,-9.759835992641401
67,37.0,1415.1,1415.31,35.0,0.0,0.0,0.0,0.0,0.0,54.0,non_speed,337.9614000000585,-9.759835992641401
68,37.0,1415.31,1415.33,35.0,0.0,0.0,0.0,0.0,0.19,55.0,non_speed,32.186799999970724,-9.698681072641456
69,37.0,1415.33,1415.57,35.0,0.0,0.0,0.0,0.0,0.59,56.0,non_speed,386.2416000000146,-7.4198556326413705
70,37.0,1415.57,1415.591,35.0,1042.0,1415,R,1.68333,0.0,19.0,non_speed,33.79613999993267,-7.4198556326413705
71,37.0,1415.591,1415.72,35.0,0.0,0.0,0.0,0.0,0.0,57.0,non_speed,207.60486000021368,-7.4198556326413705
72,37.0,1415.72,1416.07,35.0,0.0,0.0,0.0,0.0,-0.1,58.0,non_speed,563.2689999998536,-7.983124632641224
73,37.0,1416.07,1417.47,35.0,0.0,0.0,0.0,0.0,-0.39,59.0,non_speed,2253.0760000001465,-16.770121032641796
74,37.0,1417.226,1417.47,35.0,1655.0,1417A,R,1.05,0.0,21.0,non_speed,392.6789599998624,-16.770121032641796
75,37.0,1417.47,1417.5,35.0,1655.0,1417A,R,1.05,0.0,21.0,non_speed,48.28019999995609,-16.770121032641796
76,37.0,1417.5,1417.71,35.0,1655.0,1417A,R,1.05,0.3,21.0,non_speed,337.9614000000585,-15.756236832641621
77,37.0,1417.71,1417.781,35.0,1655.0,1417A,R,1.05,0.0,21.0,non_speed,114.26313999985948,-15.756236832641621
78,37.0,1417.781,1419.42,35.0,0.0,0.0,0.0,0.0,0.0,62.0,non_speed,2637.708260000199,-15.756236832641621
79,37.0,1418.276,1419.42,35.0,2392.0,1419,L,1.53333,0.0,23.0,non_speed,1841.0849600000088,-15.756236832641621
80,37.0,1419.42,1419.57,35.0,2392.0,1419,L,1.53333,-0.3,23.0,non_speed,241.40099999978042,-16.48043983264096
81,37.0,1419.57,1419.59,35.0,2392.0,1419,L,1.53333,-0.09,23.0,non_speed,32.186799999970724,-16.509407952640935
82,37.0,1419.59,1419.601,35.0,2392.0,1419,L,1.53333,0.0,23.0,non_speed,17.702740000313227,-16.509407952640935
83,37.0,1419.601,1419.96,35.0,0.0,0.0,0.0,0.0,0.0,65.0,non_speed,577.753059999877,-16.509407952640935
84,37.0,1419.96,1420.1,35.0,0.0,0.0,0.0,0.0,0.4,66.0,non_speed,225.30759999979506,-15.608177552641754
85,37.0,1420.1,1420.535,35.0,3112.0,1420,R,3.16666,0.0,24.0,non_speed,700.0629000002781,-15.608177552641754
