,LINE_SEGMENT,BEG MP,END MP,SPEED,LENGTH (FT),CURVE NUMBER,DIRECTION,DEG OF CURVE,GRADE_TO_NEXT,index,SPEED_INDI,LENGTH (M),ELEV (M)
0,440.0,4.3,4.54,10,0.0,0.0,0.0,0.0,0.34,0.0,non_speed,386.24160000000035,1.3132214400000013
1,440.0,4.54,4.56,10,0.0,0.0,0.0,0.0,0.0,1.0,non_speed,32.18679999999931,1.3132214400000013
2,440.0,4.56,4.69,10,0.0,0.0,0.0,0.0,-0.4,2.0,non_speed,209.21420000000126,0.47636463999999623
3,440.0,4.69,4.766,10,890.0,4,R,2.0,0.0,0.0,non_speed,122.30983999999938,0.47636463999999623
4,440.0,4.766,5.13,10,0.0,0.0,0.0,0.0,0.0,3.0,non_speed,585.7997599999998,0.47636463999999623
5,440.0,5.13,5.21,10,0.0,0.0,0.0,0.0,-0.19,4.0,non_speed,128.7472000000001,0.23174495999999603
6,440.0,5.21,5.64,10,0.0,0.0,0.0,0.0,-0.29,5.0,non_speed,692.0161999999995,-1.7751020200000023
7,440.0,5.507,5.9,10,0.0,0.0,0.0,0.0,-0.16,6.0,non_speed,632.4706200000011,-2.787055012000004
8,440.0,5.9,6.046,10,905.0,6,L,1.53333,-0.05,2.0,non_speed,234.96363999999983,-2.9045368320000042
9,440.0,6.046,6.09,10,0.0,0.0,0.0,0.0,-0.05,7.0,non_speed,70.81095999999934,-2.939942312000004
10,440.0,6.09,6.46,10,0.0,0.0,0.0,0.0,0.0,8.0,non_speed,595.4558000000002,-2.939942312000004
11,440.0,6.348,6.64,10,0.0,0.0,0.0,0.0,0.04,9.0,non_speed,469.92727999999966,-2.751971400000004
12,440.0,6.64,6.82,10,0.0,0.0,0.0,0.0,0.17,10.0,non_speed,289.68120000000096,-2.2595133600000024
13,440.0,6.82,7.21,10,0.0,0.0,0.0,0.0,0.24,11.0,non_speed,627.6425999999994,-0.7531711200000035
14,440.0,7.21,7.31,10,0.0,0.0,0.0,0.0,0.0,12.0,non_speed,160.93399999999943,-0.7531711200000035
15,440.0,7.31,7.51,10,0.0,0.0,0.0,0.0,-0.25,13.0,non_speed,321.8680000000003,-1.5578411200000042
16,440.0,7.51,8.03,10,0.0,0.0,0.0,0.0,-0.18,14.0,non_speed,836.8567999999992,-3.0641833600000026
17,440.0,8.03,8.23,10,0.0,0.0,0.0,0.0,0.0,15.0,non_speed,321.8680000000017,-3.0641833600000026
18,440.0,8.23,8.61,10,0.0,0.0,0.0,0.0,0.02,16.0,non_speed,611.5491999999983,-2.941873520000003
19,440.0,8.61,8.71,10,0.0,0.0,0.0,0.0,-0.11,17.0,non_speed,160.93400000000227,-3.118900920000005
20,440.0,8.71,9.09,10,0.0,0.0,0.0,0.0,0.05,18.0,non_speed,611.5491999999983,-2.813126320000006
21,440.0,9.09,9.27,10,0.0,0.0,0.0,0.0,-0.05,19.0,non_speed,289.68119999999954,-2.957966920000006
22,440.0,9.27,9.43,10,0.0,0.0,0.0,0.0,0.0,20.0,non_speed,257.4944000000002,-2.957966920000006
23,440.0,9.43,9.62,10,0.0,0.0,0.0,0.0,-0.05,21.0,non_speed,305.77459999999917,-3.1108542200000056
24,440.0,9.62,9.92,10,0.0,0.0,0.0,0.0,0.03,22.0,non_speed,482.8020000000011,-2.9660136200000053
25,440.0,9.848,10.22,10,0.0,0.0,0.0,0.0,-0.07,23.0,non_speed,598.6744799999998,-3.3850857560000054
26,440.0,10.112,10.22,10,762.0,0010A,L,2.2,0.0,6.0,non_speed,173.80872000000085,-3.3850857560000054
27,440.0,10.22,10.339,10,762.0,0010A,L,2.2,0.18,6.0,non_speed,191.51145999999963,-3.040365128000006
28,440.0,10.339,10.41,10,0.0,0.0,0.0,0.0,0.18,24.0,non_speed,114.26313999999957,-2.834691476000007
29,440.0,10.41,10.6,10,0.0,0.0,0.0,0.0,-0.09,25.0,non_speed,305.77459999999917,-3.1098886160000063
30,440.0,10.6,11.93,10,0.0,0.0,0.0,0.0,0.0,26.0,non_speed,2140.4222,-3.1098886160000063
31,440.0,11.727,11.93,10,876.0,0011A,R,3.33333,0.0,8.0,non_speed,326.696019999999,-3.1098886160000063
32,440.0,11.93,11.996,10,876.0,0011A,R,3.33333,-0.04,8.0,non_speed,106.21644000000116,-3.1523751920000067
33,440.0,11.996,12.25,10,0.0,0.0,0.0,0.0,-0.04,27.0,non_speed,408.77235999999925,-3.3158841360000064
34,440.0,12.25,12.51,10,0.0,0.0,0.0,0.0,0.0071,28.0,non_speed,418.4283999999996,-3.2861757196000063
35,440.0,12.389,12.65,10,0.0,0.0,0.0,0.0,0.07,29.0,non_speed,420.0377400000016,-2.9921493016000054
36,440.0,12.65,12.761,10,745.0,0012A,R,2.2,0.0,10.0,non_speed,178.63673999999818,-2.9921493016000054
37,440.0,12.761,14.59,10,0.0,0.0,0.0,0.0,0.0,30.0,non_speed,2943.482860000001,-2.9921493016000054
38,440.0,13.158,13.847,10,823.0,0013A,R,1.0,0.0,12.0,non_speed,1108.83526,-2.9921493016000054
39,440.0,13.847,14.239,10,542.0,14,R,1.0,0.0,13.0,non_speed,630.861280000002,-2.9921493016000054
40,440.0,14.239,14.59,10,1810.0,0014A,R,1.13333,0.0,14.0,non_speed,564.8783399999985,-2.9921493016000054
41,440.0,14.59,14.737,10,1810.0,0014A,R,1.13333,-0.01,14.0,non_speed,236.57298000000037,-3.015806599600005
42,440.0,14.737,15.22,10,0.0,0.0,0.0,0.0,-0.01,31.0,non_speed,777.3112200000008,-3.093537721600005
43,440.0,14.922,15.188,10,696.0,15,R,0.5,0.0,16.0,non_speed,428.08444000000003,-3.093537721600005
44,440.0,15.188,16.36,10,0.0,0.0,0.0,0.0,0.0099,32.0,non_speed,1886.146479999998,-2.9068092200800053
45,440.0,15.608,15.751,10,206.0,0015B,L,1.0,0.0,18.0,non_speed,230.13561999999823,-2.9068092200800053
46,440.0,15.751,16.08,10,263.0,16,L,1.0,0.0,19.0,non_speed,529.4728599999981,-2.9068092200800053
47,440.0,16.08,16.7,10,0.0,0.0,0.0,0.0,0.0,33.0,non_speed,997.7908000000016,-2.9068092200800053
48,440.0,16.7,16.83,10,963.0,0016A,L,1.0,-0.05,20.0,non_speed,209.21419999999839,-3.0114163200800044
49,440.0,16.83,17.0,10,0.0,0.0,0.0,0.0,-0.05,34.0,non_speed,273.58780000000274,-3.148210220080006
50,440.0,17.0,17.198,10,1194.0,17,R,1.0,0.15,21.0,non_speed,318.6493200000006,-2.670236240080005
51,440.0,17.198,17.34,10,0.0,0.0,0.0,0.0,0.15,35.0,non_speed,228.52627999999913,-2.3274468200800063
52,440.0,17.34,17.8,10,0.0,0.0,0.0,0.0,0.0,36.0,non_speed,740.2964000000013,-2.3274468200800063
