,LINE_SEGMENT,BEG MP,END MP,SPEED,LENGTH (FT),CURVE NUMBER,DIRECTION,DEG OF CURVE,GRADE_TO_NEXT,index,SPEED_INDI,LENGTH (M),ELEV (M)
0,199.0,0.027,0.039,10.0,63.0,0,L,7.5,0.0,0.0,non_speed,19.312079999999998,0.0
1,199.0,0.039,0.12,10.0,0.0,0.0,0.0,0.0,-0.88,0.0,non_speed,130.35653999999997,-1.1471375519999996
2,199.0,0.12,0.34,10.0,0.0,0.0,0.0,0.0,0.1,1.0,non_speed,354.0548,-0.7930827519999994
3,199.0,0.245,1.01,10.0,0.0,0.0,0.0,0.0,0.93,2.0,non_speed,1231.1451,10.656566677999999
4,199.0,0.608,0.684,10.0,480.0,0000C,L,3.0,0.93,3.0,non_speed,122.30984000000011,11.79404819
5,199.0,0.684,0.75,10.0,338.0,0000D,R,3.0,0.0,4.0,non_speed,106.2164399999999,11.79404819
6,199.0,0.75,0.869,10.0,233.0,0000E,R,0.5,0.0,5.0,non_speed,191.51145999999997,11.79404819
7,199.0,0.869,0.943,10.0,312.0,0000F,L,5.0,0.0,6.0,non_speed,119.09115999999992,11.79404819
8,199.0,0.943,1.08,10.0,0.0,0.0,0.0,0.0,0.44,3.0,non_speed,220.4795800000002,12.764158342
9,199.0,1.08,2.22,10.0,0.0,0.0,0.0,0.0,0.0,4.0,non_speed,1834.6476,12.764158342
10,199.0,2.22,2.85,25.0,0.0,0.0,0.0,0.0,0.05,5.0,non_speed,1013.8841999999997,13.271100442
11,199.0,2.85,3.3,25.0,0.0,0.0,0.0,0.0,0.29,6.0,non_speed,724.2029999999995,15.371289141999998
12,199.0,3.3,3.319,25.0,2827.0,3,L,3.0,0.0,7.0,non_speed,30.577460000000205,15.371289141999998
13,199.0,3.319,3.4,25.0,0.0,0.0,0.0,0.0,0.0,7.0,non_speed,130.35653999999994,15.371289141999998
14,199.0,3.4,3.56,25.0,1956.0,0003A,R,3.0,-0.16,8.0,non_speed,257.4944000000002,14.959298101999998
15,199.0,3.56,3.612,25.0,1956.0,0003A,R,3.0,0.01,8.0,non_speed,83.68568000000008,14.967666669999998
16,199.0,3.612,3.98,25.0,0.0,0.0,0.0,0.0,0.01,9.0,non_speed,592.2371199999998,15.026890381999998
17,199.0,3.98,4.23,25.0,0.0,0.0,0.0,0.0,0.43,10.0,non_speed,402.3350000000007,16.756930882000002
18,199.0,4.23,5.16,25.0,0.0,0.0,0.0,0.0,1.53,11.0,non_speed,1496.6861999999994,39.656229741999994
19,199.0,5.16,5.259,25.0,781.0,5,L,5.0,-0.63,9.0,non_speed,159.3246600000003,38.65248438399999
20,199.0,5.259,5.73,25.0,0.0,0.0,0.0,0.0,-0.63,12.0,non_speed,757.9991400000001,33.877089801999986
21,199.0,5.73,5.76,25.0,0.0,0.0,0.0,0.0,0.99,13.0,non_speed,48.28019999999897,34.355063781999974
