,LINE_SEGMENT,BEG MP,END MP,SPEED,LENGTH (FT),CURVE NUMBER,DIRECTION,DEG OF CURVE,GRADE_TO_NEXT,index,SPEED_INDI,LENGTH (M),ELEV (M)
0,7305.0,12.6,12.621,55.0,0.0,0.0,0.0,0.0,0.0,0.0,non_speed,33.79614000000128,0.0
1,7305.0,12.621,12.766,55.0,766.0,12,R,1.66,0.0,0.0,non_speed,233.3542999999993,0.0
2,7305.0,12.766,13.38,55.0,0.0,0.0,0.0,0.0,1.05,0.0,non_speed,988.1347600000012,10.375414980000011
3,7305.0,13.38,13.53,55.0,1532.0,13,R,2.07082,0.9,1.0,non_speed,241.4009999999977,12.548023979999991
4,7305.0,13.53,13.608,55.0,1532.0,13,R,2.07082,0.82,1.0,non_speed,125.52852000000189,13.577357844000007
5,7305.0,13.608,13.76,55.0,0.0,0.0,0.0,0.0,0.82,2.0,non_speed,244.61967999999877,15.583239219999996
6,7305.0,13.76,13.86,55.0,0.0,0.0,0.0,0.0,1.0,3.0,non_speed,160.93399999999943,17.192579219999992
7,7305.0,13.86,14.12,55.0,0.0,0.0,0.0,0.0,0.52,4.0,non_speed,418.4283999999996,19.36840689999999
8,7305.0,14.12,14.26,55.0,0.0,0.0,0.0,0.0,0.57,5.0,non_speed,225.30760000000092,20.652660219999994
9,7305.0,14.26,14.43,55.0,1978.0,14,L,0.99305,0.92,2.0,non_speed,273.58779999999985,23.169667979999993
10,7305.0,14.43,14.575,55.0,1978.0,14,L,0.99305,1.0,2.0,non_speed,233.3542999999993,25.503210979999984
11,7305.0,14.575,14.79,55.0,0.0,0.0,0.0,0.0,1.0,7.0,non_speed,346.00809999999973,28.96329197999998
12,7305.0,14.79,14.98,55.0,0.0,0.0,0.0,0.0,0.99,8.0,non_speed,305.77460000000207,31.99046052
13,7305.0,14.98,15.08,55.0,0.0,0.0,0.0,0.0,0.9,9.0,non_speed,160.93399999999943,33.43886651999999
14,7305.0,15.08,15.223,55.0,1094.0,15,R,0.81666,-0.1,3.0,non_speed,230.1356200000011,33.20873089999999
15,7305.0,15.223,15.27,55.0,0.0,0.0,0.0,0.0,-0.1,10.0,non_speed,75.6389799999981,33.13309191999999
16,7305.0,15.27,15.62,55.0,0.0,0.0,0.0,0.0,0.03,11.0,non_speed,563.2689999999994,33.30207261999999
17,7305.0,15.62,15.95,55.0,0.0,0.0,0.0,0.0,0.96,12.0,non_speed,531.0822000000001,38.40046173999999
18,7305.0,15.95,16.05,55.0,0.0,0.0,0.0,0.0,0.85,13.0,non_speed,160.93400000000227,39.76840074000001
19,7305.0,16.05,16.19,55.0,0.0,0.0,0.0,0.0,1.03,14.0,non_speed,225.30760000000092,42.08906902000002
20,7305.0,16.19,16.352,55.0,1052.0,16,R,0.8,0.96,4.0,non_speed,260.71307999999846,44.591914588
21,7305.0,16.352,16.38,55.0,0.0,0.0,0.0,0.0,0.96,15.0,non_speed,45.06151999999789,45.024505179999984
22,7305.0,16.38,16.53,55.0,0.0,0.0,0.0,0.0,-0.31,16.0,non_speed,241.40100000000342,44.27616207999997
23,7305.0,16.53,16.69,55.0,0.0,0.0,0.0,0.0,1.72,17.0,non_speed,257.4944000000002,48.705065759999975
24,7305.0,16.69,16.92,55.0,0.0,0.0,0.0,0.0,-0.37,18.0,non_speed,370.14820000000066,47.335517419999974
25,7305.0,16.92,17.06,55.0,0.0,0.0,0.0,0.0,0.68,19.0,non_speed,225.30759999999518,48.86760909999994
26,7305.0,17.06,17.42,55.0,0.0,0.0,0.0,0.0,-0.06,20.0,non_speed,579.3624000000048,48.51999165999994
