,LINE_SEGMENT,BEG MP,END MP,SPEED,LENGTH (FT),CURVE NUMBER,DIRECTION,DEG OF CURVE,GRADE_TO_NEXT,index,SPEED_INDI,LENGTH (M),ELEV (M)
0,55.0,0.1,0.189,49.0,470.0,0,L,0.0,0.0,0.0,non_speed,143.23126,0.0
1,55.0,0.189,0.49,49.0,0.0,0.0,0.0,0.0,0.32,0.0,non_speed,484.41133999999994,1.550116288
2,55.0,0.49,0.5,49.0,0.0,0.0,0.0,0.0,-2.97,1.0,non_speed,16.093400000000013,1.0721423079999994
3,55.0,0.5,0.56,49.0,0.0,0.0,0.0,0.0,0.53,2.0,non_speed,96.56040000000009,1.5839124279999999
4,55.0,0.56,1.11,49.0,0.0,0.0,0.0,0.0,0.0,3.0,non_speed,885.1370000000001,1.5839124279999999
5,55.0,1.11,1.19,49.0,0.0,0.0,0.0,0.0,0.0,4.0,non_speed,128.74719999999974,1.5839124279999999
6,55.0,1.19,1.61,49.0,0.0,0.0,0.0,0.0,-0.36,5.0,non_speed,675.9228000000002,-0.8494096520000005
7,55.0,1.61,2.1,49.0,0.0,0.0,0.0,0.0,-0.15,6.0,non_speed,788.5766,-2.0322745520000005
8,55.0,2.1,2.34,49.0,0.0,0.0,0.0,0.0,-0.19,7.0,non_speed,386.2415999999996,-2.7661335919999996
9,55.0,2.34,2.78,49.0,0.0,0.0,0.0,0.0,0.0,8.0,non_speed,708.1095999999999,-2.7661335919999996
10,55.0,2.78,3.25,49.0,0.0,0.0,0.0,0.0,0.19,9.0,non_speed,756.3898000000003,-1.3289929719999993
11,55.0,3.25,3.81,49.0,0.0,0.0,0.0,0.0,0.1,10.0,non_speed,901.2304,-0.42776257199999934
12,55.0,3.81,4.75,49.0,0.0,0.0,0.0,0.0,0.0,11.0,non_speed,1512.7795999999998,-0.42776257199999934
13,55.0,4.75,5.18,49.0,0.0,0.0,0.0,0.0,0.5,12.0,non_speed,692.0161999999995,3.0323184279999977
14,55.0,5.18,5.26,49.0,2358.0,5,R,1.0,0.0,1.0,non_speed,128.7472000000001,3.0323184279999977
15,55.0,5.26,5.33,49.0,2358.0,5,R,1.0,0.0,1.0,non_speed,112.65380000000046,3.0323184279999977
16,55.0,5.33,5.495,49.0,2358.0,5,R,1.0,-0.79,1.0,non_speed,265.54110000000003,0.9345437379999977
17,55.0,5.495,5.63,49.0,0.0,0.0,0.0,0.0,-0.79,15.0,non_speed,217.26089999999965,-0.7818173719999997
18,55.0,5.63,5.9,49.0,0.0,0.0,0.0,0.0,-0.77,16.0,non_speed,434.5218000000007,-4.127635232000006
19,55.0,5.9,6.84,49.0,0.0,0.0,0.0,0.0,0.0,17.0,non_speed,1512.7795999999992,-4.127635232000006
20,55.0,6.84,7.26,49.0,0.0,0.0,0.0,0.0,0.14,18.0,non_speed,675.9227999999998,-3.181343312000006
21,55.0,7.26,7.56,49.0,0.0,0.0,0.0,0.0,0.0,19.0,non_speed,482.8019999999997,-3.181343312000006
22,55.0,7.56,8.61,49.0,0.0,0.0,0.0,0.0,-0.05,20.0,non_speed,1689.8069999999996,-4.0262468120000054
23,55.0,8.61,8.704,49.0,948.0,8,R,1.0,0.54,2.0,non_speed,151.2779600000019,-3.209345827999995
24,55.0,8.704,9.08,49.0,0.0,0.0,0.0,0.0,0.54,21.0,non_speed,605.1118399999991,0.058258107999999975
25,55.0,9.08,9.26,49.0,0.0,0.0,0.0,0.0,0.0,22.0,non_speed,289.68119999999954,0.058258107999999975
26,55.0,9.26,9.792,49.0,2909.0,9,L,1.0,0.0,3.0,non_speed,856.1688800000001,0.058258107999999975
27,55.0,9.792,10.83,49.0,0.0,0.0,0.0,0.0,0.0,23.0,non_speed,1670.4949200000003,0.058258107999999975
28,55.0,10.83,11.47,49.0,0.0,0.0,0.0,0.0,-0.61,24.0,non_speed,1029.9776000000008,-6.224605252000005
29,55.0,11.47,12.24,49.0,0.0,0.0,0.0,0.0,0.01,25.0,non_speed,1239.1917999999991,-6.100686072000006
30,55.0,12.24,12.388,49.0,1506.0,12,R,1.0,0.09,4.0,non_speed,238.1823199999995,-5.886321984000006
31,55.0,12.388,13.0,49.0,0.0,0.0,0.0,0.0,0.09,26.0,non_speed,984.9160800000001,-4.999897512000006
32,55.0,13.0,13.69,49.0,0.0,0.0,0.0,0.0,0.04,27.0,non_speed,1110.4445999999991,-4.555719672000006
33,55.0,13.69,14.31,49.0,0.0,0.0,0.0,0.0,-0.3,28.0,non_speed,997.7908000000016,-7.54909207200001
34,55.0,14.31,14.68,49.0,0.0,0.0,0.0,0.0,-0.2,29.0,non_speed,595.4557999999987,-8.740003672000007
35,55.0,14.68,15.016,49.0,3040.0,15,L,2.0,0.0,5.0,non_speed,540.7382400000005,-8.740003672000007
36,55.0,15.016,15.17,49.0,0.0,0.0,0.0,0.0,0.0,30.0,non_speed,247.83835999999985,-8.740003672000007
37,55.0,15.17,15.93,49.0,0.0,0.0,0.0,0.0,0.1,31.0,non_speed,1223.0983999999996,-7.516905272000008
38,55.0,15.93,16.52,49.0,0.0,0.0,0.0,0.0,-0.09,32.0,non_speed,949.5105999999997,-8.371464812000008
39,55.0,16.52,16.98,49.0,0.0,0.0,0.0,0.0,0.25,33.0,non_speed,740.2964000000013,-6.520723812000005
40,55.0,16.98,17.36,49.0,0.0,0.0,0.0,0.0,0.04,34.0,non_speed,611.5491999999983,-6.276104132000006
41,55.0,17.36,17.55,49.0,0.0,0.0,0.0,0.0,-0.1,35.0,non_speed,305.77460000000207,-6.581878732000008
42,55.0,17.55,18.08,49.0,0.0,0.0,0.0,0.0,0.0,36.0,non_speed,852.950199999996,-6.581878732000008
43,55.0,18.08,18.386,49.0,2776.0,18,R,1.0,0.19,6.0,non_speed,492.45804000000146,-5.646208456000005
44,55.0,18.386,18.49,49.0,0.0,0.0,0.0,0.0,0.19,37.0,non_speed,167.3713599999987,-5.328202872000007
45,55.0,18.49,18.97,49.0,0.0,0.0,0.0,0.0,-0.62,38.0,non_speed,772.4832000000007,-10.117598712000012
46,55.0,18.97,19.97,49.0,0.0,0.0,0.0,0.0,-0.1,39.0,non_speed,1609.34,-11.726938712000011
